"","Drug","MSE_Mean","MSE_SD","RMSE_Mean","RMSE_SD","MAE_Mean","MAE_SD","R2_Mean","R2_SD","PEARSON_Mean","PEARSON_SD"
"MSE","5-Fluorouracil",0.00574579360232606,0.00175306508777539,0.0750238329567194,0.0114123758753538,0.0585418156647975,0.00739533627219404,0.0894893758638323,0.176127540356566,0.404514200172869,0.130219120599106
"MSE1","AZD7762",0.017748306336745,0.0044969822244815,0.132207180303009,0.0173066401217248,0.108597511819987,0.014000733087886,0.214166887106069,0.174827716313358,0.518227891957547,0.105773584880139
"MSE2","AZD8055",0.016006424193835,0.0212237733284869,0.108838876103959,0.0679912023905551,0.106529699119277,0.068777233703832,-Inf,NA,0.333333333333333,1.15470053837925
"MSE3","Bortezomib",0.0057088575750866,0.000924937274002352,0.0753274304795014,0.00620356460633636,0.0605719914381326,0.00508802462658644,-0.0291357994423364,0.215810744086126,0.227427587045649,0.186023781163925
"MSE4","Crizotinib",0.00239881653836699,0.00119799203624238,0.0477459699803814,0.0115055005685451,0.0364829907831305,0.00574610131878095,-0.14005278220092,0.185774778584822,0.10951329487857,0.130491459850035
"MSE5","Dasatinib",0.0194384123440511,0.00878844361146901,0.136519068496924,0.0298320536184268,0.104201734891586,0.0173687822965907,0.0390994137080097,0.170947996510481,0.291839715486291,0.188876953921182
"MSE6","Erlotinib",0.00403243223227306,0.00160075828330824,0.0622688801741484,0.0131241420515613,0.0489484675932047,0.00967437568945026,0.0423613436689615,0.243608436474613,0.34745840416443,0.209487977929037
"MSE7","Gefitinib",0.00396592130954125,0.00197451203597079,0.0609620484848097,0.0166516583784373,0.0436909749811542,0.00801252443289818,0.0812609915582231,0.2686500195311,0.403627899236609,0.228360550286077
"MSE8","Gemcitabine",0.0285130203032436,0.0098978443251574,0.166737196397403,0.0281213173545071,0.136919062569565,0.0205420635084497,0.167321692931615,0.185526930713348,0.451106027251067,0.164075492543
"MSE9","JQ1 compound",1.942479978635,3.22510880223437,1.05972026083734,1.01209741836313,1.05972026083734,1.01209741836313,-Inf,NA,NA,NA
"MSE10","Lapatinib",0.00896170155259303,0.00374744717674377,0.0926601528346185,0.0204341117105191,0.0686651851934183,0.0134466135415856,-0.0336440474579935,0.322322619214235,0.375584112861852,0.177240356397647
"MSE11","MK-2206",0.010572640315954,0.00351412578955641,0.101505138196053,0.0172995579826061,0.0801401328519841,0.0119972950281304,-0.216362561855052,0.287062058517952,-0.0575647750564936,0.215605460654804
"MSE12","Nilotinib",0.00308217086876097,0.0017040088193384,0.0541861889356189,0.0127378612104225,0.0420594841624777,0.0055304486426515,-0.178802404452477,0.262689182382565,0.0602397778910852,0.257398442186976
"MSE13","PLX4720",0.00410358775298134,0.00280287215204495,0.0604915633671907,0.0222200738666262,0.0416912180295949,0.0116835537524076,-0.112057686098675,0.270315684087736,0.216539873679779,0.201414298194952
"MSE14","Pictilisib",0.00975291840642691,0.00359263956489097,0.0973321271530756,0.0176186589943864,0.0758387423268652,0.0106244932371364,-0.0912895555009631,0.10447545868932,0.0551339507983165,0.160715096037141
"MSE15","Vincristine",0.0345971930930348,0.00923610438406728,0.184671372365488,0.0234207249551478,0.147985438124562,0.0147548354556322,0.32825794262681,0.161803474258211,0.61984954746585,0.125107765746202
"MSE16","Vorinostat",0.00593950087003907,0.00295127786535254,0.075187410626973,0.0178373563452915,0.059409632198763,0.0123108051750006,0.234154061806055,0.253751871673357,0.533464184706594,0.197444879854435
"MSE17","Paclitaxel",0.00302060546353119,0.000730776035738635,0.0545961072782007,0.0066558690557357,0.0440562001557209,0.00451759696505766,0.0151503076710925,0.155622499865565,0.294663164703187,0.136800082837503
"MSE18","Dabrafenib",0.0098749100596113,0.0057406631434888,0.0958107091760284,0.0277932459181043,0.0648370121595927,0.0112057928127118,-0.118471265269041,0.439967376950777,0.261907613525529,0.182649094507179
"MSE19","Ibrutinib",0.0133448185417081,0.0069589740185622,0.112283537651857,0.028620616386175,0.0832064946450602,0.0146948099186893,0.00973601341416751,0.148338022714562,0.271166274391681,0.155608098593206
"MSE20","Docetaxel",0.0170617266976181,0.00366149285459822,0.129908171331055,0.0143601964950716,0.105099719875505,0.011015536668032,0.00274819391787359,0.116266655927853,0.235058028689686,0.148231072202068
